Player,Mode,Team,Event,Vs Who,Date,Group / Bracket,Map ID,Series ID,Map,Result,Role,Kills,Death,K/D,Plus / Minus,Hill Time,Assists,% of Team Kills,% of Team Deaths
TJHaly,HP,OGLA,CHI,LAG,4/25/2020,G,#00287,#00071,Hackney,L,SMG,15.0,29.0,0.52,-14.0,14,,14.2%,23.4%
Vivid,HP,LAG,CHI,OGLA,4/25/2020,G,#00284,#00071,Gun Runner,W,SMG,37.0,40.0,0.93,-3.0,17,13,21.6%,24.5%
Vivid,HP,LAG,CHI,OGLA,4/25/2020,G,#00287,#00071,Hackney,W,SMG,26.0,25.0,1.04,1.0,57,,21.1%,23.6%
Vivid,HP,LAG,CHI,SEA,4/25/2020,G,#00292,#00073,Rammaza,L,SMG,24.0,25.0,0.96,-1.0,28,8,25.3%,21.9%
Vivid,HP,LAG,CHI,SEA,4/25/2020,G,#00295,#00073,St Petro,L,SMG,30.0,31.0,0.97,-1.0,40,10,25.2%,21.5%
wuskin,HP,LON,CHI,CHI,4/25/2020,G,#00288,#00072,St Petro,L,AR,15.0,23.0,0.65,-8.0,41,,10.4%,17.8%
wuskin,HP,LON,CHI,CHI,4/25/2020,G,#00291,#00072,Azhir,L,AR,23.0,32.0,0.72,-9.0,54,11,17.6%,22.2%
ZooMaa,HP,NY,CHI,ATL,4/25/2020,G,#00279,#00070,Rammaza,W,SMG,38.0,24.0,1.58,14.0,36,7,30.6%,24.7%
ZooMaa,HP,NY,CHI,ATL,4/25/2020,G,#00282,#00070,St Petro,W,SMG,19.0,16.0,1.19,3.0,30,3,19.8%,24.6%
ZooMaa,HP,NY,CHI,CHI,4/25/2020,G,#00296,#00074,Gun Runner,W,SMG,34.0,33.0,1.03,1.0,46,,19.9%,23.4%
ZooMaa,HP,NY,CHI,CHI,4/25/2020,G,#00299,#00074,St Petro,L,SMG,26.0,22.0,1.18,4.0,31,5,22.4%,19.5%
aBeZy,HP,ATL,CHI,SEA,4/26/2020,B,#00300,#00075,Azhir,W,SMG,33.0,28.0,1.18,5.0,79,13,20.5%,20.4%
aBeZy,HP,ATL,CHI,SEA,4/26/2020,B,#00303,#00075,Hackney,W,SMG,30.0,21.0,1.43,9.0,55,7,22.7%,18.8%
aBeZy,HP,ATL,CHI,DAL,4/26/2020,B,#00307,#00077,Gun Runner,L,SMG,32.0,36.0,0.89,-4.0,42,11,21.2%,21.6%
aBeZy,HP,ATL,CHI,DAL,4/26/2020,B,#00310,#00077,St Petro,L,SMG,14.0,25.0,0.56,-11.0,72,,12.6%,21.7%
Apathy,HP,SEA,CHI,ATL,4/26/2020,B,#00300,#00075,Azhir,L,SMG,35.0,35.0,1.0,0.0,5,13,25.5%,21.7%
Apathy,HP,SEA,CHI,ATL,4/26/2020,B,#00303,#00075,Hackney,L,SMG,17.0,26.0,0.65,-9.0,66,10,15.2%,19.7%
Arcitys,HP,CHI,CHI,DAL,4/26/2020,B,#00304,#00076,L,Rammaza,FLEX,16.0,27.0,0.59,-11.0,63,6,14.8%,22.0%
Cellium,HP,ATL,CHI,SEA,4/26/2020,B,#00300,#00075,Azhir,W,AR,26.0,26.0,1.0,0.0,81,11,16.1%,19.0%
Cellium,HP,ATL,CHI,SEA,4/26/2020,B,#00303,#00075,Hackney,W,AR,30.0,23.0,1.3,7.0,44,11,22.7%,20.5%
Cellium,HP,ATL,CHI,DAL,4/26/2020,B,#00307,#00077,Gun Runner,L,AR,38.0,30.0,1.27,8.0,80,11,25.2%,18.0%
Cellium,HP,ATL,CHI,DAL,4/26/2020,B,#00310,#00077,St Petro,L,AR,25.0,23.0,1.09,2.0,26,,22.5%,20.0%
Clayster,HP,DAL,CHI,CHI,4/26/2020,B,#00304,#00076,W,Rammaza,AR,27.0,19.0,1.42,8.0,84,6,22.0%,17.6%
Clayster,HP,DAL,CHI,ATL,4/26/2020,B,#00307,#00077,Gun Runner,W,AR,33.0,23.0,1.43,10.0,59,13,19.8%,15.2%
Clayster,HP,DAL,CHI,ATL,4/26/2020,B,#00310,#00077,St Petro,W,AR,17.0,20.0,0.85,-3.0,47,,14.8%,18.0%
Crimsix,HP,DAL,CHI,CHI,4/26/2020,B,#00304,#00076,W,Rammaza,FLEX,26.0,21.0,1.24,5.0,50,9,21.1%,19.4%
Crimsix,HP,DAL,CHI,ATL,4/26/2020,B,#00307,#00077,Gun Runner,W,FLEX,26.0,40.0,0.65,-14.0,31,18,15.6%,26.5%
Crimsix,HP,DAL,CHI,ATL,4/26/2020,B,#00310,#00077,St Petro,W,FLEX,21.0,22.0,0.95,-1.0,79,,18.3%,19.8%
Envoy,HP,CHI,CHI,DAL,4/26/2020,B,#00304,#00076,L,Rammaza,SMG,26.0,25.0,1.04,1.0,37,7,24.1%,20.3%
FormaL,HP,CHI,CHI,DAL,4/26/2020,B,#00304,#00076,L,Rammaza,AR,23.0,22.0,1.05,1.0,27,12,21.3%,17.9%
Gunless,HP,CHI,CHI,DAL,4/26/2020,B,#00304,#00076,L,Rammaza,FLEX,24.0,22.0,1.09,2.0,58,7,22.2%,17.9%
Huke,HP,DAL,CHI,CHI,4/26/2020,B,#00304,#00076,W,Rammaza,SMG,22.0,20.0,1.1,2.0,54,12,17.9%,18.5%
Huke,HP,DAL,CHI,ATL,4/26/2020,B,#00307,#00077,Gun Runner,W,SMG,35.0,28.0,1.25,7.0,58,17,21.0%,18.5%
Huke,HP,DAL,CHI,ATL,4/26/2020,B,#00310,#00077,St Petro,W,SMG,26.0,21.0,1.24,5.0,6,,22.6%,18.9%
iLLey,HP,DAL,CHI,CHI,4/26/2020,B,#00304,#00076,W,Rammaza,FLEX,21.0,25.0,0.84,-4.0,108,5,17.1%,23.1%
iLLey,HP,DAL,CHI,ATL,4/26/2020,B,#00307,#00077,Gun Runner,W,FLEX,34.0,31.0,1.1,3.0,105,10,20.4%,20.5%
iLLey,HP,DAL,CHI,ATL,4/26/2020,B,#00310,#00077,St Petro,W,FLEX,24.0,24.0,1.0,0.0,73,,20.9%,21.6%
Karma,HP,SEA,CHI,ATL,4/26/2020,B,#00300,#00075,Azhir,L,FLEX,22.0,30.0,0.73,-8.0,79,11,16.1%,18.6%
Karma,HP,SEA,CHI,ATL,4/26/2020,B,#00303,#00075,Hackney,L,FLEX,28.0,23.0,1.22,5.0,42,12,25.0%,17.4%
MajorManiak,HP,ATL,CHI,SEA,4/26/2020,B,#00300,#00075,Azhir,W,FLEX,23.0,20.0,1.15,3.0,41,12,14.3%,14.6%
MajorManiak,HP,ATL,CHI,SEA,4/26/2020,B,#00303,#00075,Hackney,W,FLEX,20.0,16.0,1.25,4.0,96,9,15.2%,14.3%
MajorManiak,HP,ATL,CHI,DAL,4/26/2020,B,#00307,#00077,Gun Runner,L,FLEX,18.0,24.0,0.75,-6.0,100,11,11.9%,14.4%
MajorManiak,HP,ATL,CHI,DAL,4/26/2020,B,#00310,#00077,St Petro,L,FLEX,28.0,19.0,1.47,9.0,53,,25.2%,16.5%
Octane,HP,SEA,CHI,ATL,4/26/2020,B,#00300,#00075,Azhir,L,AR,31.0,30.0,1.03,1.0,21,11,22.6%,18.6%
Octane,HP,SEA,CHI,ATL,4/26/2020,B,#00303,#00075,Hackney,L,AR,26.0,22.0,1.18,4.0,37,9,23.2%,16.7%
Pandur,HP,SEA,CHI,ATL,4/26/2020,B,#00300,#00075,Azhir,L,FLEX,19.0,35.0,0.54,-16.0,43,12,13.9%,21.7%
Pandur,HP,SEA,CHI,ATL,4/26/2020,B,#00303,#00075,Hackney,L,FLEX,17.0,31.0,0.55,-14.0,51,12,15.2%,23.5%
Priestahh,HP,ATL,CHI,SEA,4/26/2020,B,#00300,#00075,Azhir,W,FLEX,29.0,31.0,0.94,-2.0,42,8,18.0%,22.6%
Priestahh,HP,ATL,CHI,SEA,4/26/2020,B,#00303,#00075,Hackney,W,FLEX,32.0,23.0,1.39,9.0,66,9,24.2%,20.5%
Priestahh,HP,ATL,CHI,DAL,4/26/2020,B,#00307,#00077,Gun Runner,L,FLEX,31.0,38.0,0.82,-7.0,36,11,20.5%,22.8%
Priestahh,HP,ATL,CHI,DAL,4/26/2020,B,#00310,#00077,St Petro,L,FLEX,23.0,22.0,1.05,1.0,63,,20.7%,19.1%
Scump,HP,CHI,CHI,DAL,4/26/2020,B,#00304,#00076,L,Rammaza,SMG,19.0,27.0,0.7,-8.0,21,10,17.6%,22.0%
Shotzzy,HP,DAL,CHI,CHI,4/26/2020,B,#00304,#00076,W,Rammaza,SMG,27.0,23.0,1.17,4.0,36,11,22.0%,21.3%
Shotzzy,HP,DAL,CHI,ATL,4/26/2020,B,#00307,#00077,Gun Runner,W,SMG,39.0,29.0,1.34,10.0,96,10,23.4%,19.2%
Shotzzy,HP,DAL,CHI,ATL,4/26/2020,B,#00310,#00077,St Petro,W,SMG,27.0,24.0,1.13,3.0,88,,23.5%,21.6%
Simp,HP,ATL,CHI,SEA,4/26/2020,B,#00300,#00075,Azhir,W,SMG,50.0,32.0,1.56,18.0,21,9,31.1%,23.4%
Simp,HP,ATL,CHI,SEA,4/26/2020,B,#00303,#00075,Hackney,W,SMG,20.0,29.0,0.69,-9.0,17,12,15.2%,25.9%
Simp,HP,ATL,CHI,DAL,4/26/2020,B,#00307,#00077,Gun Runner,L,SMG,32.0,39.0,0.82,-7.0,42,9,21.2%,23.4%
Simp,HP,ATL,CHI,DAL,4/26/2020,B,#00310,#00077,St Petro,L,SMG,21.0,26.0,0.81,-5.0,75,,18.9%,22.6%
Slacked,HP,SEA,CHI,ATL,4/26/2020,B,#00300,#00075,Azhir,L,SMG,30.0,31.0,0.97,-1.0,41,12,21.9%,19.3%
Slacked,HP,SEA,CHI,ATL,4/26/2020,B,#00303,#00075,Hackney,L,SMG,24.0,30.0,0.8,-6.0,61,7,21.4%,22.7%
aBeZy,HP,ATL,FL,PAR,5/8/2020,G,#00311,#00078,Azhir,W,SMG,28.0,25.0,1.12,3.0,36.0,,21.7%,22.1%
aBeZy,HP,ATL,FL,PAR,5/8/2020,G,#00314,#00078,St Petro,W,SMG,32.0,18.0,1.78,14.0,42.0,3,27.8%,20.7%
Accuracy,HP,NY,FL,TOR,5/8/2020,G,#00320,#00080,Gun Runner,W,AR,25.0,27.0,0.93,-2.0,40.0,14,17.0%,20.8%
Accuracy,HP,NY,FL,TOR,5/8/2020,G,#00323,#00080,St Petro,L,AR,33.0,26.0,1.27,7.0,22.0,7,25.4%,19.4%
Alexx,HP,MIN,FL,FL,5/8/2020,G,#00324,#00081,Rammaza,W,SMG,21.0,21.0,1.0,0.0,97.0,15,17.9%,21.0%
Asim,HP,MIN,FL,FL,5/8/2020,G,#00324,#00081,Rammaza,W,SMG,22.0,19.0,1.16,3.0,16.0,10,18.8%,19.0%
Assault,HP,MIN,FL,FL,5/8/2020,G,#00324,#00081,Rammaza,W,AR,22.0,20.0,1.1,2.0,95.0,9,18.8%,20.0%
Attach,HP,NY,FL,TOR,5/8/2020,G,#00320,#00080,Gun Runner,W,FLEX,25.0,26.0,0.96,-1.0,23.0,9,17.0%,20.0%
Attach,HP,NY,FL,TOR,5/8/2020,G,#00323,#00080,St Petro,L,FLEX,21.0,21.0,1.0,0.0,107.0,10,16.2%,15.7%
Bance,HP,TOR,FL,NY,5/8/2020,G,#00320,#00080,Gun Runner,L,FLEX,24.0,36.0,0.67,-12.0,23.0,9,18.5%,24.5%
Bance,HP,TOR,FL,NY,5/8/2020,G,#00323,#00080,St Petro,W,FLEX,25.0,28.0,0.89,-3.0,73.0,9,18.7%,21.5%
Cammy,HP,TOR,FL,NY,5/8/2020,G,#00320,#00080,Gun Runner,L,FLEX,19.0,31.0,0.61,-12.0,33.0,9,14.6%,21.1%
Cammy,HP,TOR,FL,NY,5/8/2020,G,#00323,#00080,St Petro,W,FLEX,34.0,28.0,1.21,6.0,59.0,6,25.4%,21.5%
Cellium,HP,ATL,FL,PAR,5/8/2020,G,#00311,#00078,Azhir,W,FLEX,31.0,20.0,1.55,11.0,98.0,,24.0%,17.7%
Cellium,HP,ATL,FL,PAR,5/8/2020,G,#00314,#00078,St Petro,W,FLEX,26.0,20.0,1.3,6.0,53.0,8,22.6%,23.0%
Chino,HP,OGLA,FL,LON,5/8/2020,G,#00315,#00079,Hackney,L,FLEX,19.0,28.0,0.68,-9.0,57.0,5,16.4%,19.3%
Chino,HP,OGLA,FL,LON,5/8/2020,G,#00318,#00079,Gun Runner,L,FLEX,24.0,33.0,0.73,-9.0,30.0,7,16.7%,22.4%
Classic,HP,TOR,FL,NY,5/8/2020,G,#00320,#00080,Gun Runner,L,SMG,36.0,28.0,1.29,8.0,87.0,12,27.7%,19.0%
Classic,HP,TOR,FL,NY,5/8/2020,G,#00323,#00080,St Petro,W,SMG,25.0,20.0,1.25,5.0,125.0,6,18.7%,15.4%
Dashy,HP,OGLA,FL,LON,5/8/2020,G,#00315,#00079,Hackney,L,AR,32.0,30.0,1.07,2.0,1.0,9,27.6%,20.7%
Dashy,HP,OGLA,FL,LON,5/8/2020,G,#00318,#00079,Gun Runner,L,AR,31.0,36.0,0.86,-5.0,22.0,10,21.5%,24.5%
Denz,HP,PAR,FL,ATL,5/8/2020,G,#00311,#00078,Azhir,L,FLEX,22.0,21.0,1.05,1.0,37.0,,19.5%,16.3%
Denz,HP,PAR,FL,ATL,5/8/2020,G,#00314,#00078,St Petro,L,FLEX,14.0,20.0,0.7,-6.0,28.0,5,16.1%,17.4%
Dylan,HP,LON,FL,OGLA,5/8/2020,G,#00315,#00079,Hackney,W,SMG,28.0,26.0,1.08,2.0,81.0,9,19.3%,22.4%
Dylan,HP,LON,FL,OGLA,5/8/2020,G,#00318,#00079,Gun Runner,W,SMG,37.0,30.0,1.23,7.0,67.0,7,25.2%,20.8%
Fero,HP,FL,FL,MIN,5/8/2020,G,#00324,#00081,Rammaza,L,FLEX,23.0,21.0,1.1,2.0,100.0,5,23.0%,17.8%
Frosty,HP,FL,FL,MIN,5/8/2020,G,#00324,#00081,Rammaza,L,SMG,19.0,28.0,0.68,-9.0,42.0,4,19.0%,23.7%
GodRx,HP,MIN,FL,FL,5/8/2020,G,#00324,#00081,Rammaza,W,FLEX,25.0,23.0,1.09,2.0,39.0,7,21.4%,23.0%
Havok,HP,FL,FL,MIN,5/8/2020,G,#00324,#00081,Rammaza,L,SMG,19.0,24.0,0.79,-5.0,61.0,6,19.0%,20.3%
Jurd,HP,LON,FL,OGLA,5/8/2020,G,#00315,#00079,Hackney,W,SMG,23.0,26.0,0.88,-3.0,12.0,13,15.9%,22.4%
Jurd,HP,LON,FL,OGLA,5/8/2020,G,#00318,#00079,Gun Runner,W,SMG,27.0,31.0,0.87,-4.0,39.0,10,18.4%,21.5%
Kenny,HP,OGLA,FL,LON,5/8/2020,G,#00315,#00079,Hackney,L,SMG,18.0,35.0,0.51,-17.0,9.0,9,15.5%,24.1%
Kenny,HP,OGLA,FL,LON,5/8/2020,G,#00318,#00079,Gun Runner,L,SMG,28.0,29.0,0.97,-1.0,39.0,11,19.4%,19.7%
KiSMET,HP,PAR,FL,ATL,5/8/2020,G,#00311,#00078,Azhir,L,SMG,28.0,30.0,0.93,-2.0,71.0,,24.8%,23.3%
KiSMET,HP,PAR,FL,ATL,5/8/2020,G,#00314,#00078,St Petro,L,SMG,16.0,27.0,0.59,-11.0,14.0,12,18.4%,23.5%
Louqa,HP,PAR,FL,ATL,5/8/2020,G,#00311,#00078,Azhir,L,AR,26.0,21.0,1.24,5.0,82.0,,23.0%,16.3%
Louqa,HP,PAR,FL,ATL,5/8/2020,G,#00314,#00078,St Petro,L,AR,18.0,22.0,0.82,-4.0,15.0,4,20.7%,19.1%
Mack,HP,NY,FL,TOR,5/8/2020,G,#00320,#00080,Gun Runner,W,SMG,38.0,28.0,1.36,10.0,72.0,10,25.9%,21.5%
Mack,HP,NY,FL,TOR,5/8/2020,G,#00323,#00080,St Petro,L,SMG,31.0,31.0,1.0,0.0,39.0,10,23.8%,23.1%
MajorManiak,HP,ATL,FL,PAR,5/8/2020,G,#00311,#00078,Azhir,W,AR,22.0,21.0,1.05,1.0,25.0,,17.1%,18.6%
MajorManiak,HP,ATL,FL,PAR,5/8/2020,G,#00314,#00078,St Petro,W,AR,18.0,12.0,1.5,6.0,54.0,8,15.7%,13.8%
Maux,HP,FL,FL,MIN,5/8/2020,G,#00324,#00081,Rammaza,L,FLEX,9.0,27.0,0.33,-18.0,52.0,6,9.0%,22.9%
Methodz,HP,TOR,FL,NY,5/8/2020,G,#00320,#00080,Gun Runner,L,AR,32.0,23.0,1.39,9.0,101.0,8,24.6%,15.6%
Methodz,HP,TOR,FL,NY,5/8/2020,G,#00323,#00080,St Petro,W,AR,27.0,25.0,1.08,2.0,43.0,15,20.1%,19.2%
MeTTalZz,HP,TOR,FL,NY,5/8/2020,G,#00320,#00080,Gun Runner,L,SMG,19.0,29.0,0.66,-10.0,23.0,8,14.6%,19.7%
MeTTalZz,HP,TOR,FL,NY,5/8/2020,G,#00323,#00080,St Petro,W,SMG,23.0,29.0,0.79,-6.0,43.0,9,17.2%,22.3%
Priestahh,HP,ATL,FL,PAR,5/8/2020,G,#00311,#00078,Azhir,W,FLEX,28.0,21.0,1.33,7.0,67.0,,21.7%,18.6%
Priestahh,HP,ATL,FL,PAR,5/8/2020,G,#00314,#00078,St Petro,W,FLEX,15.0,24.0,0.63,-9.0,24.0,13,13.0%,27.6%
Seany,HP,LON,FL,OGLA,5/8/2020,G,#00315,#00079,Hackney,W,FLEX,34.0,24.0,1.42,10.0,64.0,14,23.4%,20.7%
Seany,HP,LON,FL,OGLA,5/8/2020,G,#00318,#00079,Gun Runner,W,FLEX,30.0,28.0,1.07,2.0,71.0,13,20.4%,19.4%
Shockz,HP,PAR,FL,ATL,5/8/2020,G,#00311,#00078,Azhir,L,FLEX,20.0,26.0,0.77,-6.0,3.0,,17.7%,20.2%
Shockz,HP,PAR,FL,ATL,5/8/2020,G,#00314,#00078,St Petro,L,FLEX,19.0,25.0,0.76,-6.0,21.0,7,21.8%,21.7%
SiLLY,HP,MIN,FL,FL,5/8/2020,G,#00324,#00081,Rammaza,W,FLEX,27.0,17.0,1.59,10.0,77.0,6,23.1%,17.0%
Simp,HP,ATL,FL,PAR,5/8/2020,G,#00311,#00078,Azhir,W,SMG,20.0,26.0,0.77,-6.0,31.0,,15.5%,23.0%
Simp,HP,ATL,FL,PAR,5/8/2020,G,#00314,#00078,St Petro,W,SMG,24.0,13.0,1.85,11.0,157.0,16,20.9%,14.9%
Skrapz,HP,LON,FL,OGLA,5/8/2020,G,#00315,#00079,Hackney,W,FLEX,26.0,24.0,1.08,2.0,46.0,13,17.9%,20.7%
Skrapz,HP,LON,FL,OGLA,5/8/2020,G,#00318,#00079,Gun Runner,W,FLEX,29.0,30.0,0.97,-1.0,53.0,17,19.7%,20.8%
Skyz,HP,FL,FL,MIN,5/8/2020,G,#00324,#00081,Rammaza,L,AR,30.0,18.0,1.67,12.0,24.0,4,30.0%,15.3%
Slasher,HP,OGLA,FL,LON,5/8/2020,G,#00315,#00079,Hackney,L,FLEX,25.0,28.0,0.89,-3.0,21.0,13,21.6%,19.3%
Slasher,HP,OGLA,FL,LON,5/8/2020,G,#00318,#00079,Gun Runner,L,FLEX,27.0,22.0,1.23,5.0,82.0,12,18.8%,15.0%
Temp,HP,NY,FL,TOR,5/8/2020,G,#00320,#00080,Gun Runner,W,FLEX,29.0,20.0,1.45,9.0,111.0,9,19.7%,15.4%
Temp,HP,NY,FL,TOR,5/8/2020,G,#00323,#00080,St Petro,L,FLEX,22.0,25.0,0.88,-3.0,48.0,14,16.9%,18.7%
TJHaly,HP,OGLA,FL,LON,5/8/2020,G,#00315,#00079,Hackney,L,SMG,22.0,24.0,0.92,-2.0,115.0,6,19.0%,16.6%
TJHaly,HP,OGLA,FL,LON,5/8/2020,G,#00318,#00079,Gun Runner,L,SMG,34.0,27.0,1.26,7.0,54.0,6,23.6%,18.4%
wuskin,HP,LON,FL,OGLA,5/8/2020,G,#00315,#00079,Hackney,W,AR,34.0,16.0,2.13,18.0,64.0,5,23.4%,13.8%
wuskin,HP,LON,FL,OGLA,5/8/2020,G,#00318,#00079,Gun Runner,W,AR,24.0,25.0,0.96,-1.0,62.0,5,16.3%,17.4%
Zed,HP,PAR,FL,ATL,5/8/2020,G,#00311,#00078,Azhir,L,SMG,17.0,31.0,0.55,-14.0,46.0,,15.0%,24.0%
Zed,HP,PAR,FL,ATL,5/8/2020,G,#00314,#00078,St Petro,L,SMG,20.0,21.0,0.95,-1.0,65.0,3,23.0%,18.3%
ZooMaa,HP,NY,FL,TOR,5/8/2020,G,#00320,#00080,Gun Runner,W,SMG,30.0,29.0,1.03,1.0,49.0,8,20.4%,22.3%
ZooMaa,HP,NY,FL,TOR,5/8/2020,G,#00323,#00080,St Petro,L,SMG,23.0,31.0,0.74,-8.0,41.0,9,17.7%,23.1%
aBeZy,HP,ATL,FL,LON,5/9/2020,G,#00327,#00082,Hackney,W,SMG,13.0,11.0,1.18,2.0,69.0,5,18.1%,19.3%
aBeZy,HP,ATL,FL,LON,5/9/2020,G,#00330,#00082,Gun Runner,W,SMG,36.0,23.0,1.57,13.0,49.0,4,23.7%,20.4%
Accuracy,HP,NY,FL,FL,5/9/2020,G,#00338,#00085,Rammaza,W,AR,32.0,27.0,1.19,5.0,93.0,14,23.5%,23.3%
Accuracy,HP,NY,FL,MIN,5/9/2020,G,#00344,#00087,Rammaza,W,AR,28.0,19.0,1.47,9.0,119.0,3,22.8%,17.3%
Alexx,HP,MIN,FL,TOR,5/9/2020,G,#00331,#00083,Hackney,L,SMG,19.0,22.0,0.86,-3.0,101.0,4,16.2%,17.2%
Alexx,HP,MIN,FL,TOR,5/9/2020,G,#00334,#00083,Rammaza,L,SMG,25.0,19.0,1.26,6.0,22.0,4,27.3%,18.1%
Alexx,HP,MIN,FL,NY,5/9/2020,G,#00344,#00087,Rammaza,L,SMG,27.0,23.0,1.17,4.0,49.0,4,24.5%,18.7%
Asim,HP,MIN,FL,TOR,5/9/2020,G,#00331,#00083,Hackney,L,SMG,22.0,28.0,0.79,-6.0,12.0,8,18.8%,21.9%
Asim,HP,MIN,FL,TOR,5/9/2020,G,#00334,#00083,Rammaza,L,SMG,12.0,19.0,0.63,-7.0,30.0,11,13.6%,18.1%
Asim,HP,MIN,FL,NY,5/9/2020,G,#00344,#00087,Rammaza,L,SMG,23.0,26.0,0.88,-3.0,57.0,13,20.9%,21.1%
Assault,HP,MIN,FL,TOR,5/9/2020,G,#00331,#00083,Hackney,L,AR,25.0,24.0,1.04,1.0,58.0,7,21.4%,18.8%
Assault,HP,MIN,FL,TOR,5/9/2020,G,#00334,#00083,Rammaza,L,AR,20.0,20.0,1.0,0.0,33.0,3,22.7%,19.0%
Assault,HP,MIN,FL,NY,5/9/2020,G,#00344,#00087,Rammaza,L,AR,24.0,21.0,1.14,3.0,93.0,12,21.8%,17.1%
Attach,HP,NY,FL,FL,5/9/2020,G,#00338,#00085,Rammaza,W,FLEX,24.0,19.0,1.26,5.0,53.0,5,17.6%,16.4%
Attach,HP,NY,FL,MIN,5/9/2020,G,#00344,#00087,Rammaza,W,FLEX,24.0,19.0,1.26,5.0,53.0,8,19.5%,17.3%
Bance,HP,TOR,FL,MIN,5/9/2020,G,#00331,#00083,Hackney,W,FLEX,27.0,23.0,1.17,4.0,78.0,15,21.1%,19.7%
Bance,HP,TOR,FL,MIN,5/9/2020,G,#00334,#00083,Rammaza,W,FLEX,16.0,19.0,0.84,-3.0,55.0,7,15.2%,21.6%
Cammy,HP,TOR,FL,MIN,5/9/2020,G,#00331,#00083,Hackney,W,FLEX,26.0,27.0,0.96,-1.0,15.0,11,20.3%,23.1%
Cammy,HP,TOR,FL,MIN,5/9/2020,G,#00334,#00083,Rammaza,W,FLEX,18.0,17.0,1.06,1.0,89.0,10,17.1%,19.3%
Cellium,HP,ATL,FL,LON,5/9/2020,G,#00327,#00082,Hackney,W,FLEX,14.0,13.0,1.08,1.0,75.0,3,19.4%,22.8%
Cellium,HP,ATL,FL,LON,5/9/2020,G,#00330,#00082,Gun Runner,W,FLEX,30.0,23.0,1.3,7.0,97.0,18,19.7%,20.4%
Chino,HP,OGLA,FL,PAR,5/9/2020,G,#00335,#00084,Rammaza,W,FLEX,27.0,28.0,0.96,-1.0,34.0,,20.1%,21.9%
Chino,HP,OGLA,FL,LON,5/9/2020,G,#00341,#00086,Azhir,W,FLEX,22.0,33.0,0.67,-11.0,21.0,10,16.4%,24.8%
Classic,HP,TOR,FL,MIN,5/9/2020,G,#00331,#00083,Hackney,W,SMG,23.0,25.0,0.92,-2.0,4.0,7,18.0%,21.4%
Classic,HP,TOR,FL,MIN,5/9/2020,G,#00334,#00083,Rammaza,W,SMG,24.0,18.0,1.33,6.0,46.0,3,22.9%,20.5%
Dashy,HP,OGLA,FL,PAR,5/9/2020,G,#00335,#00084,Rammaza,W,FLEX,26.0,23.0,1.13,3.0,99.0,,19.4%,18.0%
Dashy,HP,OGLA,FL,LON,5/9/2020,G,#00341,#00086,Azhir,W,FLEX,33.0,28.0,1.18,5.0,72.0,13,24.6%,21.1%
Denz,HP,PAR,FL,OGLA,5/9/2020,G,#00335,#00084,Rammaza,L,FLEX,25.0,22.0,1.14,3.0,65.0,,19.5%,16.4%
Dylan,HP,LON,FL,ATL,5/9/2020,G,#00327,#00082,Hackney,L,SMG,13.0,17.0,0.59,-4.0,38.0,5,22.8%,26.8%
Dylan,HP,LON,FL,ATL,5/9/2020,G,#00330,#00082,Gun Runner,L,SMG,35.0,32.0,1.09,3.0,34.0,9,30.7%,21.5%
Dylan,HP,LON,FL,OGLA,5/9/2020,G,#00341,#00086,Azhir,L,SMG,30.0,31.0,0.97,-1.0,62.0,10,22.6%,23.1%
Fero,HP,FL,FL,NY,5/9/2020,G,#00338,#00085,Rammaza,L,FLEX,31.0,26.0,1.19,5.0,53.0,9,26.7%,19.1%
Frosty,HP,FL,FL,NY,5/9/2020,G,#00338,#00085,Rammaza,L,SMG,24.0,33.0,0.73,-9.0,7.0,11,20.7%,24.3%
GodRx,HP,MIN,FL,TOR,5/9/2020,G,#00331,#00083,Hackney,L,FLEX,27.0,27.0,1.0,0.0,19.0,7,23.1%,21.1%
GodRx,HP,MIN,FL,TOR,5/9/2020,G,#00334,#00083,Rammaza,L,FLEX,19.0,23.0,0.83,-4.0,4.0,7,21.6%,21.9%
GodRx,HP,MIN,FL,NY,5/9/2020,G,#00344,#00087,Rammaza,L,FLEX,18.0,28.0,0.64,-10.0,43.0,8,16.4%,22.8%
Havok,HP,FL,FL,NY,5/9/2020,G,#00338,#00085,Rammaza,L,SMG,17.0,27.0,0.63,-10.0,76.0,5,14.7%,19.9%
Jurd,HP,LON,FL,ATL,5/9/2020,G,#00327,#00082,Hackney,L,SMG,12.0,12.0,0.71,0.0,21.0,3,21.1%,20.7%
Jurd,HP,LON,FL,ATL,5/9/2020,G,#00330,#00082,Gun Runner,L,SMG,24.0,28.0,0.86,-4.0,30.0,8,21.1%,18.8%
Jurd,HP,LON,FL,OGLA,5/9/2020,G,#00341,#00086,Azhir,L,SMG,21.0,26.0,0.81,-5.0,13.0,14,15.8%,19.4%
Kenny,HP,OGLA,FL,PAR,5/9/2020,G,#00335,#00084,Rammaza,W,SMG,24.0,25.0,0.96,-1.0,62.0,,17.9%,19.5%
Kenny,HP,OGLA,FL,LON,5/9/2020,G,#00341,#00086,Azhir,W,SMG,33.0,23.0,1.43,10.0,57.0,12,24.6%,17.3%
KiSMET,HP,PAR,FL,OGLA,5/9/2020,G,#00335,#00084,Rammaza,L,SMG,21.0,33.0,0.64,-12.0,50.0,,16.4%,24.6%
