Player,Mode,Team,Event,Vs Who,Date,Group / Bracket,Map ID,Series ID,Map,Result,Role,Kills,Death,K/D,Plus / Minus,Hill Time,Assists,% of Team Kills,% of Team Deaths
ZooMaa,HP,NY,LA,FL,3/7/2020,G,#00175,#00044,Rammaza,L,SMG,24.0,20.0,1.2,4.0,77,7,22.4%,17.4%
aBeZy,HP,ATL,LA,MIN,3/8/2020,B,#00198,#00050,Rammaza,L,SMG,25.0,28.0,0.89,-3.0,96,8,20.3%,23.0%
aBeZy,HP,ATL,LA,MIN,3/8/2020,B,#00195,#00050,Azhir,L,SMG,25.0,40.0,0.63,-15.0,57,7,19.2%,28.0%
Alexx,HP,MIN,LA,ATL,3/8/2020,B,#00195,#00050,Azhir,W,SMG,34.0,29.0,1.17,5.0,48,8,23.8%,22.1%
Alexx,HP,MIN,LA,DAL,3/8/2020,B,#00203,#00051,Hackney,W,SMG,28.0,20.0,1.4,8.0,106,14,20.3%,16.9%
Alexx,HP,MIN,LA,ATL,3/8/2020,B,#00198,#00050,Rammaza,W,SMG,28.0,22.0,1.27,6.0,78,12,23.0%,17.9%
Alexx,HP,MIN,LA,DAL,3/8/2020,B,#00200,#00051,Rammaza,L,SMG,26.0,26.0,1.0,0.0,70,8,21.3%,21.5%
Alexx,HP,MIN,LA,SEA,3/8/2020,G,#00188,#00048,Azhir,W,SMG,24.0,16.0,1.5,8.0,18,10,21.1%,20.3%
Apathy,HP,SEA,LA,MIN,3/8/2020,G,#00188,#00048,Azhir,L,SMG,17.0,24.0,0.71,-7.0,9,5,21.5%,21.1%
Asim,HP,MIN,LA,DAL,3/8/2020,B,#00203,#00051,Hackney,W,SMG,27.0,28.0,0.96,-1.0,55,9,19.6%,23.7%
Asim,HP,MIN,LA,ATL,3/8/2020,B,#00195,#00050,Azhir,W,SMG,25.0,30.0,0.83,-5.0,34,4,17.5%,22.9%
Asim,HP,MIN,LA,DAL,3/8/2020,B,#00200,#00051,Rammaza,L,SMG,23.0,26.0,0.88,-3.0,23,7,18.9%,21.5%
Asim,HP,MIN,LA,SEA,3/8/2020,G,#00188,#00048,Azhir,W,SMG,20.0,18.0,1.11,2.0,24,7,17.5%,22.8%
Asim,HP,MIN,LA,ATL,3/8/2020,B,#00198,#00050,Rammaza,W,SMG,19.0,31.0,0.61,-12.0,59,8,15.6%,25.2%
Assault,HP,MIN,LA,DAL,3/8/2020,B,#00203,#00051,Hackney,W,AR,33.0,21.0,1.57,12.0,15,9,23.9%,17.8%
Assault,HP,MIN,LA,DAL,3/8/2020,B,#00200,#00051,Rammaza,L,AR,26.0,26.0,1.0,0.0,47,13,21.3%,21.5%
Assault,HP,MIN,LA,ATL,3/8/2020,B,#00198,#00050,Rammaza,W,AR,24.0,23.0,1.04,1.0,91,7,19.7%,18.7%
Assault,HP,MIN,LA,SEA,3/8/2020,G,#00188,#00048,Azhir,W,AR,22.0,14.0,1.57,8.0,95,8,19.3%,17.7%
Assault,HP,MIN,LA,ATL,3/8/2020,B,#00195,#00050,Azhir,W,AR,22.0,24.0,0.92,-2.0,53,11,15.4%,18.3%
Cellium,HP,ATL,LA,MIN,3/8/2020,B,#00195,#00050,Azhir,L,FLEX,33.0,23.0,1.43,10.0,28,12,25.4%,16.1%
Cellium,HP,ATL,LA,MIN,3/8/2020,B,#00198,#00050,Rammaza,L,FLEX,30.0,26.0,1.15,4.0,19,5,24.4%,21.3%
Clayster,HP,DAL,LA,OGLA,3/8/2020,B,#00194,#00049,Rammaza,W,AR,32.0,17.0,1.88,15.0,81,4,26.4%,17.7%
Clayster,HP,DAL,LA,MIN,3/8/2020,B,#00200,#00051,Rammaza,W,AR,30.0,25.0,1.2,5.0,42,10,24.8%,20.5%
Clayster,HP,DAL,LA,OGLA,3/8/2020,B,#00191,#00049,Gun Runner,L,AR,29.0,34.0,0.85,-5.0,2,8,23.8%,23.1%
Clayster,HP,DAL,LA,FL,3/8/2020,G,#00185,#00047,St Petro,W,AR,20.0,26.0,0.77,-6.0,30,10,16.8%,20.5%
Clayster,HP,DAL,LA,MIN,3/8/2020,B,#00203,#00051,Hackney,L,AR,19.0,23.0,0.83,-4.0,18,7,16.1%,16.7%
Crimsix,HP,DAL,LA,FL,3/8/2020,G,#00185,#00047,St Petro,W,FLEX,31.0,21.0,1.48,10.0,105,4,26.1%,16.5%
Crimsix,HP,DAL,LA,MIN,3/8/2020,B,#00200,#00051,Rammaza,W,FLEX,25.0,24.0,1.04,1.0,45,14,20.7%,19.7%
Crimsix,HP,DAL,LA,OGLA,3/8/2020,B,#00191,#00049,Gun Runner,L,FLEX,20.0,28.0,0.71,-8.0,40,10,16.4%,19.0%
Crimsix,HP,DAL,LA,OGLA,3/8/2020,B,#00194,#00049,Rammaza,W,FLEX,20.0,24.0,0.83,-4.0,24,16,16.5%,25.0%
Crimsix,HP,DAL,LA,MIN,3/8/2020,B,#00203,#00051,Hackney,L,FLEX,14.0,31.0,0.45,-17.0,38,11,11.9%,22.5%
Dashy,HP,OGLA,LA,DAL,3/8/2020,B,#00191,#00049,Gun Runner,W,FLEX,35.0,23.0,1.52,12.0,34,14,23.8%,18.9%
Dashy,HP,OGLA,LA,DAL,3/8/2020,B,#00194,#00049,Rammaza,L,FLEX,13.0,27.0,0.48,-14.0,37,9,13.7%,22.3%
Fero,HP,FL,LA,DAL,3/8/2020,G,#00185,#00047,St Petro,L,FLEX,31.0,27.0,1.15,4.0,65,9,24.4%,22.7%
Frosty,HP,FL,LA,DAL,3/8/2020,G,#00185,#00047,St Petro,L,SMG,22.0,25.0,0.88,-3.0,70,13,17.3%,21.0%
GodRx,HP,MIN,LA,ATL,3/8/2020,B,#00195,#00050,Azhir,W,FLEX,32.0,19.0,1.68,13.0,129,7,22.4%,14.5%
GodRx,HP,MIN,LA,DAL,3/8/2020,B,#00200,#00051,Rammaza,L,FLEX,29.0,18.0,1.61,11.0,68,9,23.8%,14.9%
GodRx,HP,MIN,LA,DAL,3/8/2020,B,#00203,#00051,Hackney,W,FLEX,29.0,23.0,1.26,6.0,67,6,21.0%,19.5%
GodRx,HP,MIN,LA,SEA,3/8/2020,G,#00188,#00048,Azhir,W,FLEX,28.0,16.0,1.75,12.0,88,7,24.6%,20.3%
GodRx,HP,MIN,LA,ATL,3/8/2020,B,#00198,#00050,Rammaza,W,FLEX,22.0,24.0,0.92,-2.0,32,9,18.0%,19.5%
Havok,HP,FL,LA,DAL,3/8/2020,G,#00185,#00047,St Petro,L,SMG,19.0,22.0,0.86,-3.0,81,4,15.0%,18.5%
Huke,HP,DAL,LA,MIN,3/8/2020,B,#00203,#00051,Hackney,L,SMG,28.0,32.0,0.88,-4.0,81,5,23.7%,23.2%
Huke,HP,DAL,LA,FL,3/8/2020,G,#00185,#00047,St. Petro,W,SMG,24.0,26.0,0.92,-2.0,73,8,20.2%,20.5%
Huke,HP,DAL,LA,OGLA,3/8/2020,B,#00191,#00049,Gun Runner,L,SMG,22.0,27.0,0.81,-5.0,41,12,18.0%,18.4%
Huke,HP,DAL,LA,MIN,3/8/2020,B,#00200,#00051,Rammaza,W,SMG,20.0,24.0,0.83,-4.0,95,4,16.5%,19.7%
Huke,HP,DAL,LA,OGLA,3/8/2020,B,#00194,#00049,Rammaza,W,SMG,18.0,22.0,0.82,-4.0,41,7,14.9%,22.9%
iLLey,HP,DAL,LA,MIN,3/8/2020,B,#00203,#00051,Hackney,L,FLEX,28.0,28.0,1.0,0.0,61,10,23.7%,20.3%
iLLey,HP,DAL,LA,OGLA,3/8/2020,B,#00191,#00049,Gun Runner,L,FLEX,24.0,32.0,0.75,-8.0,63,12,19.7%,21.8%
iLLey,HP,DAL,LA,OGLA,3/8/2020,B,#00194,#00049,Rammaza,W,FLEX,23.0,20.0,1.15,3.0,83,14,19.0%,20.8%
iLLey,HP,DAL,LA,FL,3/8/2020,G,#00185,#00047,St Petro,W,FLEX,23.0,29.0,0.79,-6.0,55,9,19.3%,22.8%
iLLey,HP,DAL,LA,MIN,3/8/2020,B,#00200,#00051,Rammaza,W,FLEX,22.0,28.0,0.79,-6.0,72,11,18.2%,23.0%
JKap,HP,OGLA,LA,DAL,3/8/2020,B,#00191,#00049,Gun Runner,W,FLEX,23.0,23.0,1.0,0.0,30,14,15.6%,18.9%
JKap,HP,OGLA,LA,DAL,3/8/2020,B,#00194,#00049,Rammaza,L,FLEX,18.0,21.0,0.86,-3.0,63,5,18.9%,17.4%
Karma,HP,SEA,LA,MIN,3/8/2020,G,#00188,#00048,Azhir,L,FLEX,13.0,26.0,0.5,-13.0,16,7,16.5%,22.8%
Kenny,HP,OGLA,LA,DAL,3/8/2020,B,#00194,#00049,Rammaza,L,SMG,25.0,21.0,1.19,4.0,46,2,26.3%,17.4%
Kenny,HP,OGLA,LA,DAL,3/8/2020,B,#00191,#00049,Gun Runner,W,SMG,25.0,31.0,0.81,-6.0,3,13,17.0%,25.4%
MajorManiak,HP,ATL,LA,MIN,3/8/2020,B,#00198,#00050,Rammaza,L,AR,22.0,19.0,1.16,3.0,52,8,17.9%,15.6%
MajorManiak,HP,ATL,LA,MIN,3/8/2020,B,#00195,#00050,Azhir,L,AR,17.0,19.0,0.89,-2.0,39,11,13.1%,13.3%
Maux,HP,FL,LA,DAL,3/8/2020,G,#00185,#00047,St Petro,L,FLEX,15.0,25.0,0.6,-10.0,95,6,11.8%,21.0%
Octane,HP,SEA,LA,MIN,3/8/2020,G,#00188,#00048,Azhir,L,AR,17.0,21.0,0.81,-4.0,47,3,21.5%,18.4%
Pandur,HP,SEA,LA,MIN,3/8/2020,G,#00188,#00048,Azhir,L,FLEX,18.0,21.0,0.86,-3.0,44,5,22.8%,18.4%
Priestahh,HP,ATL,LA,MIN,3/8/2020,B,#00195,#00050,Azhir,L,FLEX,29.0,31.0,0.94,-2.0,54,7,22.3%,21.7%
Priestahh,HP,ATL,LA,MIN,3/8/2020,B,#00198,#00050,Rammaza,L,FLEX,26.0,23.0,1.13,3.0,65,11,21.1%,18.9%
Shotzzy,HP,DAL,LA,MIN,3/8/2020,B,#00203,#00051,Hackney,L,SMG,29.0,24.0,1.21,5.0,76,11,24.6%,17.4%
Shotzzy,HP,DAL,LA,OGLA,3/8/2020,B,#00194,#00049,Rammaza,W,SMG,28.0,13.0,2.15,15.0,82,8,23.1%,13.5%
Shotzzy,HP,DAL,LA,OGLA,3/8/2020,B,#00191,#00049,Gun Runner,L,SMG,27.0,26.0,1.04,1.0,62,11,22.1%,17.7%
Shotzzy,HP,DAL,LA,MIN,3/8/2020,B,#00200,#00051,Rammaza,W,SMG,24.0,21.0,1.14,3.0,92,9,19.8%,17.2%
Shotzzy,HP,DAL,LA,FL,3/8/2020,G,#00185,#00047,St. Petro,W,SMG,21.0,25.0,0.84,-4.0,79,9,17.6%,19.7%
SiLLY,HP,MIN,LA,ATL,3/8/2020,B,#00195,#00050,Azhir,W,FLEX,30.0,29.0,1.03,1.0,6,13,21.0%,22.1%
SiLLY,HP,MIN,LA,ATL,3/8/2020,B,#00198,#00050,Rammaza,W,FLEX,29.0,23.0,1.26,6.0,61,7,23.8%,18.7%
SiLLY,HP,MIN,LA,DAL,3/8/2020,B,#00203,#00051,Hackney,W,FLEX,21.0,26.0,0.81,-5.0,56,8,15.2%,22.0%
SiLLY,HP,MIN,LA,SEA,3/8/2020,G,#00188,#00048,Azhir,W,FLEX,20.0,15.0,1.33,5.0,36,5,17.5%,19.0%
SiLLY,HP,MIN,LA,DAL,3/8/2020,B,#00200,#00051,Rammaza,L,FLEX,18.0,25.0,0.72,-7.0,65,9,14.8%,20.7%
Simp,HP,ATL,LA,MIN,3/8/2020,B,#00195,#00050,Azhir,L,SMG,26.0,30.0,0.87,-4.0,48,13,20.0%,21.0%
Simp,HP,ATL,LA,MIN,3/8/2020,B,#00198,#00050,Rammaza,L,SMG,20.0,26.0,0.77,-6.0,47,9,16.3%,21.3%
Skyz,HP,FL,LA,DAL,3/8/2020,G,#00185,#00047,St Petro,L,AR,40.0,20.0,2.0,20.0,9,11,31.5%,16.8%
Slacked,HP,SEA,LA,MIN,3/8/2020,G,#00188,#00048,Azhir,L,SMG,14.0,22.0,0.64,-8.0,15,4,17.7%,19.3%
Slasher,HP,OGLA,LA,DAL,3/8/2020,B,#00191,#00049,Gun Runner,W,AR,31.0,18.0,1.72,13.0,150,13,21.1%,14.8%
Slasher,HP,OGLA,LA,DAL,3/8/2020,B,#00194,#00049,Rammaza,L,AR,21.0,25.0,0.84,-4.0,61,7,22.1%,20.7%
TJHaly,HP,OGLA,LA,DAL,3/8/2020,B,#00191,#00049,Gun Runner,W,SMG,33.0,27.0,1.22,6.0,104,13,22.4%,22.1%
TJHaly,HP,OGLA,LA,DAL,3/8/2020,B,#00194,#00049,Rammaza,L,SMG,18.0,27.0,0.67,-9.0,49,8,18.9%,22.3%
Alexx,HP,MIN,DAL,CHI,4/10/2020,G,#00215,#00054,Rammaza,L,SMG,16.0,26.0,0.62,-10.0,53,-,13.7%,22.2%
Apathy,HP,SEA,DAL,PAR,4/10/2020,G,#00205,#00052,Hackney,W,SMG,19.0,24.0,0.79,-5.0,78,-,15.8%,22.4%
Apathy,HP,SEA,DAL,PAR,4/10/2020,G,#00208,#00052,Azhir,L,SMG,16.0,27.0,0.59,-11.0,24,-,15.4%,22.5%
AquA,HP,LAG,DAL,DAL,4/10/2020,G,#00221,#00055,Hackney,L,FLEX,29.0,29.0,1.0,0.0,37,-,20.7%,19.7%
AquA,HP,LAG,DAL,DAL,4/10/2020,G,#00218,#00055,Gun Runner,L,FLEX,29.0,30.0,0.97,-1.0,25,-,20.1%,18.2%
Arcitys,HP,CHI,DAL,MIN,4/10/2020,G,#00215,#00054,Rammaza,W,AR,26.0,17.0,1.53,9.0,108,-,22.2%,14.5%
Asim,HP,MIN,DAL,CHI,4/10/2020,G,#00215,#00054,Rammaza,L,SMG,24.0,24.0,1.0,0.0,43,-,20.5%,20.5%
Assault,HP,MIN,DAL,CHI,4/10/2020,G,#00215,#00054,Rammaza,L,AR,24.0,22.0,1.09,2.0,90,-,20.5%,18.8%
Bance,HP,TOR,DAL,FL,4/10/2020,G,#00213,#00053,Hackney,W,SMG,35.0,24.0,1.46,11.0,80,-,24.6%,17.3%
Bance,HP,TOR,DAL,FL,4/10/2020,G,#00210,#00053,Rammaza,L,SMG,21.0,21.0,1.0,0.0,19,-,22.1%,18.3%
Blazt,HP,LAG,DAL,DAL,4/10/2020,G,#00218,#00055,Gun Runner,L,AR,33.0,28.0,1.18,5.0,13,-,22.9%,17.0%
Blazt,HP,LAG,DAL,DAL,4/10/2020,G,#00221,#00055,Hackney,L,AR,31.0,23.0,1.35,8.0,87,-,22.1%,15.6%
Cammy,HP,TOR,DAL,FL,4/10/2020,G,#00213,#00053,Hackney,W,FLEX,32.0,29.0,1.1,3.0,12,-,22.5%,20.9%
Cammy,HP,TOR,DAL,FL,4/10/2020,G,#00210,#00053,Rammaza,L,FLEX,23.0,26.0,0.88,-3.0,29,-,24.2%,22.6%
Classic,HP,TOR,DAL,FL,4/10/2020,G,#00213,#00053,Hackney,W,SMG,22.0,31.0,0.71,-9.0,57,-,15.5%,22.3%
Classic,HP,TOR,DAL,FL,4/10/2020,G,#00210,#00053,Rammaza,L,SMG,20.0,25.0,0.8,-5.0,42,-,21.1%,21.7%
Clayster,HP,DAL,DAL,LAG,4/10/2020,G,#00218,#00055,Gun Runner,W,AR,28.0,28.0,1.0,0.0,75,-,17.0%,19.4%
Clayster,HP,DAL,DAL,LAG,4/10/2020,G,#00221,#00055,Hackney,W,AR,27.0,30.0,0.9,-3.0,37,-,18.4%,21.3%
Crimsix,HP,DAL,DAL,LAG,4/10/2020,G,#00218,#00055,Gun Runner,W,FLEX,37.0,32.0,1.16,5.0,26,-,22.4%,22.2%
Crimsix,HP,DAL,DAL,LAG,4/10/2020,G,#00221,#00055,Hackney,W,FLEX,31.0,31.0,1.0,0.0,58,-,21.1%,22.0%
Decemate,HP,LAG,DAL,DAL,4/10/2020,G,#00218,#00055,Gun Runner,L,SMG,30.0,33.0,0.91,-3.0,29,-,20.8%,20.0%
Decemate,HP,LAG,DAL,DAL,4/10/2020,G,#00221,#00055,Hackney,L,SMG,28.0,31.0,0.9,-3.0,26,-,20.0%,21.1%
Denz,HP,PAR,DAL,SEA,4/10/2020,G,#00208,#00052,Azhir,W,AR,27.0,18.0,1.5,9.0,29,-,22.5%,17.1%
Denz,HP,PAR,DAL,SEA,4/10/2020,G,#00205,#00052,Hackney,L,AR,16.0,24.0,0.67,-8.0,52,-,15.0%,20.0%
Envoy,HP,CHI,DAL,MIN,4/10/2020,G,#00215,#00054,Rammaza,W,SMG,21.0,24.0,0.88,-3.0,105,-,17.9%,20.5%
Fero,HP,FL,DAL,TOR,4/10/2020,G,#00213,#00053,Hackney,L,FLEX,32.0,30.0,1.07,2.0,6,-,23.0%,21.0%
Fero,HP,FL,DAL,TOR,4/10/2020,G,#00210,#00053,Rammaza,W,FLEX,27.0,22.0,1.23,5.0,55,-,23.5%,23.2%
FormaL,HP,CHI,DAL,MIN,4/10/2020,G,#00215,#00054,Rammaza,W,FLEX,24.0,27.0,0.89,-3.0,16,-,20.5%,23.1%
Frosty,HP,FL,DAL,TOR,4/10/2020,G,#00213,#00053,Hackney,L,SMG,28.0,31.0,0.9,-3.0,75,-,20.1%,21.7%
Frosty,HP,FL,DAL,TOR,4/10/2020,G,#00210,#00053,Rammaza,W,SMG,22.0,22.0,1.0,0.0,18,-,19.1%,23.2%
GodRx,HP,MIN,DAL,CHI,4/10/2020,G,#00215,#00054,Rammaza,L,FLEX,28.0,19.0,1.47,9.0,55,-,23.9%,16.2%
Gunless,HP,CHI,DAL,MIN,4/10/2020,G,#00215,#00054,Rammaza,W,FLEX,24.0,25.0,0.96,-1.0,48,-,20.5%,21.4%
Havok,HP,FL,DAL,TOR,4/10/2020,G,#00213,#00053,Hackney,L,SMG,36.0,32.0,1.13,4.0,33,-,25.9%,22.4%
Havok,HP,FL,DAL,TOR,4/10/2020,G,#00210,#00053,Rammaza,W,SMG,19.0,17.0,1.12,2.0,129,-,16.5%,17.9%
Huke,HP,DAL,DAL,LAG,4/10/2020,G,#00218,#00055,Gun Runner,W,SMG,32.0,28.0,1.14,4.0,43,-,19.4%,19.4%
Huke,HP,DAL,DAL,LAG,4/10/2020,G,#00221,#00055,Hackney,W,SMG,29.0,25.0,1.16,4.0,78,-,19.7%,17.7%
iLLey,HP,DAL,DAL,LAG,4/10/2020,G,#00221,#00055,Hackney,W,FLEX,31.0,27.0,1.15,4.0,69,-,21.1%,19.1%
iLLey,HP,DAL,DAL,LAG,4/10/2020,G,#00218,#00055,Gun Runner,W,FLEX,29.0,29.0,1.0,0.0,62,-,17.6%,20.1%
Karma,HP,SEA,DAL,PAR,4/10/2020,G,#00205,#00052,Hackney,W,FLEX,21.0,18.0,1.17,3.0,16,-,17.5%,16.8%
Karma,HP,SEA,DAL,PAR,4/10/2020,G,#00208,#00052,Azhir,L,FLEX,13.0,25.0,0.52,-12.0,44,-,12.5%,20.8%
KiSMET,HP,PAR,DAL,SEA,4/10/2020,G,#00208,#00052,Azhir,W,SMG,37.0,23.0,1.61,14.0,31,-,30.8%,21.9%
KiSMET,HP,PAR,DAL,SEA,4/10/2020,G,#00205,#00052,Hackney,L,SMG,25.0,29.0,0.86,-4.0,47,-,23.4%,24.2%
Louqa,HP,PAR,DAL,SEA,4/10/2020,G,#00205,#00052,Hackney,L,FLEX,23.0,20.0,1.15,3.0,0,-,21.5%,16.7%
Louqa,HP,PAR,DAL,SEA,4/10/2020,G,#00208,#00052,Azhir,W,FLEX,18.0,17.0,1.06,1.0,122,-,15.0%,16.2%
Maux,HP,FL,DAL,TOR,4/10/2020,G,#00213,#00053,Hackney,L,FLEX,20.0,27.0,0.74,-7.0,52,-,14.4%,18.9%
Maux,HP,FL,DAL,TOR,4/10/2020,G,#00210,#00053,Rammaza,W,FLEX,19.0,19.0,1.0,0.0,61,-,16.5%,20.0%
Methodz,HP,TOR,DAL,FL,4/10/2020,G,#00213,#00053,Hackney,W,AR,25.0,22.0,1.14,3.0,106,-,17.6%,15.8%
Methodz,HP,TOR,DAL,FL,4/10/2020,G,#00210,#00053,Rammaza,L,AR,20.0,19.0,1.05,1.0,54,-,21.1%,16.5%
MeTTalZz,HP,TOR,DAL,FL,4/10/2020,G,#00213,#00053,Hackney,W,FLEX,28.0,33.0,0.85,-5.0,18,-,19.7%,23.7%
MeTTalZz,HP,TOR,DAL,FL,4/10/2020,G,#00210,#00053,Rammaza,L,FLEX,11.0,24.0,0.46,-13.0,44,-,11.6%,20.9%
Octane,HP,SEA,DAL,PAR,4/10/2020,G,#00208,#00052,Azhir,L,AR,30.0,22.0,1.36,8.0,50,-,28.8%,18.3%
Octane,HP,SEA,DAL,PAR,4/10/2020,G,#00205,#00052,Hackney,W,AR,24.0,18.0,1.33,6.0,101,-,20.0%,16.8%
Pandur,HP,SEA,DAL,PAR,4/10/2020,G,#00205,#00052,Hackney,W,FLEX,33.0,26.0,1.27,7.0,66,-,27.5%,24.3%
Pandur,HP,SEA,DAL,PAR,4/10/2020,G,#00208,#00052,Azhir,L,FLEX,20.0,19.0,1.05,1.0,75,-,19.2%,15.8%
Scump,HP,CHI,DAL,MIN,4/10/2020,G,#00215,#00054,Rammaza,W,SMG,22.0,24.0,0.92,-2.0,25,-,18.8%,20.5%
Shockz,HP,PAR,DAL,SEA,4/10/2020,G,#00205,#00052,Hackney,L,FLEX,22.0,23.0,0.96,-1.0,76,-,20.6%,19.2%
Shockz,HP,PAR,DAL,SEA,4/10/2020,G,#00208,#00052,Azhir,W,FLEX,12.0,25.0,0.48,-13.0,13,-,10.0%,23.8%
Shotzzy,HP,DAL,DAL,LAG,4/10/2020,G,#00218,#00055,Gun Runner,W,SMG,39.0,27.0,1.44,12.0,95,-,23.6%,18.8%
Shotzzy,HP,DAL,DAL,LAG,4/10/2020,G,#00221,#00055,Hackney,W,SMG,29.0,28.0,1.04,1.0,39,-,19.7%,19.9%
SiLLY,HP,MIN,DAL,CHI,4/10/2020,G,#00215,#00054,Rammaza,L,FLEX,25.0,26.0,0.96,-1.0,38,-,21.4%,22.2%
Skyz,HP,FL,DAL,TOR,4/10/2020,G,#00210,#00053,Rammaza,W,AR,28.0,15.0,1.87,13.0,39,-,24.3%,15.8%
Skyz,HP,FL,DAL,TOR,4/10/2020,G,#00213,#00053,Hackney,L,AR,23.0,23.0,1.0,0.0,73,-,16.5%,16.1%
Slacked,HP,SEA,DAL,PAR,4/10/2020,G,#00208,#00052,Azhir,L,SMG,25.0,27.0,0.93,-2.0,20,-,24.0%,22.5%
Slacked,HP,SEA,DAL,PAR,4/10/2020,G,#00205,#00052,Hackney,W,SMG,23.0,21.0,1.1,2.0,21,-,19.2%,19.6%
Spart,HP,LAG,DAL,DAL,4/10/2020,G,#00221,#00055,Hackney,L,FLEX,27.0,25.0,1.08,2.0,96,-,19.3%,17.0%
Spart,HP,LAG,DAL,DAL,4/10/2020,G,#00218,#00055,Gun Runner,L,FLEX,21.0,37.0,0.57,-16.0,68,-,14.6%,22.4%
Vivid,HP,LAG,DAL,DAL,4/10/2020,G,#00218,#00055,Gun Runner,L,SMG,31.0,37.0,0.84,-6.0,57,-,21.5%,22.4%
Vivid,HP,LAG,DAL,DAL,4/10/2020,G,#00221,#00055,Hackney,L,SMG,25.0,39.0,0.64,-14.0,4,-,17.9%,26.5%
Zed,HP,PAR,DAL,SEA,4/10/2020,G,#00208,#00052,Azhir,W,SMG,26.0,22.0,1.18,4.0,73,-,21.7%,21.0%
Zed,HP,PAR,DAL,SEA,4/10/2020,G,#00205,#00052,Hackney,L,SMG,21.0,24.0,0.88,-3.0,11,-,19.6%,20.0%
Alexx,HP,MIN,DAL,SEA,4/11/2020,G,#00231,#00058,Azhir,W,SMG,34.0,34.0,1.0,0.0,20,14,21.7%,22.1%
Alexx,HP,MIN,DAL,PAR,4/11/2020,G,#00244,#00060,St Petro,W,SMG,25.0,16.0,1.56,9.0,87,10,22.1%,20.0%
Alexx,HP,MIN,DAL,PAR,4/11/2020,G,#00241,#00060,Azhir,W,SMG,25.0,22.0,1.14,3.0,42,13,18.8%,21.2%
Alexx,HP,MIN,DAL,SEA,4/11/2020,G,#00235,#00058,Hackney,L,SMG,24.0,28.0,0.86,-4.0,77,-,19.8%,22.0%
Apathy,HP,SEA,DAL,MIN,4/11/2020,G,#00231,#00058,Azhir,L,SMG,26.0,36.0,0.72,-10.0,24,11,16.9%,23.2%
Apathy,HP,SEA,DAL,MIN,4/11/2020,G,#00235,#00058,Hackney,W,SMG,21.0,27.0,0.78,-6.0,79,-,16.5%,22.3%
AquA,HP,LAG,DAL,FL,4/11/2020,G,#00237,#00059,Rammaza,L,FLEX,15.0,24.0,0.63,-9.0,34,-,14.6%,19.8%
AquA,HP,LAG,DAL,FL,4/11/2020,G,#00240,#00059,Hackney,L,FLEX,14.0,26.0,0.54,-12.0,17,8,15.7%,20.5%
Arcitys,HP,CHI,DAL,PAR,4/11/2020,G,#00222,#00056,Hackney,L,AR,23.0,33.0,0.7,-10.0,59,-,15.1%,18.4%
Arcitys,HP,CHI,DAL,PAR,4/11/2020,G,#00225,#00056,St Petro,W,AR,21.0,20.0,1.05,1.0,76,-,17.6%,16.9%
Asim,HP,MIN,DAL,SEA,4/11/2020,G,#00231,#00058,Azhir,W,SMG,33.0,36.0,0.92,-3.0,28,13,21.0%,23.4%
Asim,HP,MIN,DAL,PAR,4/11/2020,G,#00244,#00060,St Petro,W,SMG,26.0,14.0,1.86,12.0,24,3,23.0%,17.5%
Asim,HP,MIN,DAL,SEA,4/11/2020,G,#00235,#00058,Hackney,L,SMG,26.0,25.0,1.04,1.0,14,-,21.5%,19.7%
Asim,HP,MIN,DAL,PAR,4/11/2020,G,#00241,#00060,Azhir,W,SMG,20.0,17.0,1.18,3.0,39,6,15.0%,16.3%
Assault,HP,MIN,DAL,PAR,4/11/2020,G,#00241,#00060,Azhir,W,AR,27.0,20.0,1.35,7.0,71,10,20.3%,19.2%
Assault,HP,MIN,DAL,SEA,4/11/2020,G,#00231,#00058,Azhir,W,AR,25.0,28.0,0.89,-3.0,94,15,15.9%,18.2%
Assault,HP,MIN,DAL,PAR,4/11/2020,G,#00244,#00060,St Petro,W,AR,24.0,16.0,1.5,8.0,90,5,21.2%,20.0%
Assault,HP,MIN,DAL,SEA,4/11/2020,G,#00235,#00058,Hackney,L,AR,23.0,23.0,1.0,0.0,63,-,19.0%,18.1%
Bance,HP,TOR,DAL,DAL,4/11/2020,G,#00229,#00057,Gun Runner,W,SMG,34.0,30.0,1.13,4.0,33,9,22.5%,20.8%
Bance,HP,TOR,DAL,FL,4/11/2020,G,#00248,#00061,Hackney,L,SMG,33.0,25.0,1.32,8.0,39,9,28.7%,18.0%
Bance,HP,TOR,DAL,FL,4/11/2020,G,#00245,#00061,Azhir,L,SMG,32.0,41.0,0.78,-9.0,19,7,23.4%,24.7%
Bance,HP,TOR,DAL,DAL,4/11/2020,G,#00226,#00057,Hackney,L,SMG,23.0,30.0,0.77,-7.0,53,13,18.0%,20.8%
Blazt,HP,LAG,DAL,FL,4/11/2020,G,#00237,#00059,Rammaza,L,AR,19.0,18.0,1.06,1.0,69,-,18.4%,14.9%
Blazt,HP,LAG,DAL,FL,4/11/2020,G,#00240,#00059,Hackney,L,AR,15.0,24.0,0.63,-9.0,74,8,16.9%,18.9%
Cammy,HP,TOR,DAL,FL,4/11/2020,G,#00245,#00061,Azhir,L,FLEX,31.0,33.0,0.94,-2.0,34,11,22.6%,19.9%
Cammy,HP,TOR,DAL,DAL,4/11/2020,G,#00229,#00057,Gun Runner,W,FLEX,30.0,29.0,1.03,1.0,60,13,19.9%,20.1%
